6.07645 ; 6.0764
5.56579 ; 5.56579
5.56037 ; 5.56037
5.5529 ; 5.5529
5.53444 ; 5.53444
5.60457 ; 5.60457
5.55278 ; 5.55277
5.59936 ; 5.59935
5.53237 ; 5.53237
5.5796 ; 5.57959
5.58942 ; 5.58942
5.54095 ; 5.54095
5.54486 ; 5.54486
5.59742 ; 5.59742
5.56848 ; 5.56847
5.57683 ; 5.57682
5.54422 ; 5.54421
5.56094 ; 5.56094
5.57189 ; 5.57188
5.5561 ; 5.55609
5.55416 ; 5.55416
5.53965 ; 5.53964
5.5601 ; 5.5601
5.55129 ; 5.55129
5.54463 ; 5.54463
5.55219 ; 5.55219
5.58082 ; 5.58082
5.53861 ; 5.5386
5.55496 ; 5.55495
5.55323 ; 5.55323
5.52905 ; 5.52905
5.54144 ; 5.54144
5.57057 ; 5.57057
5.5445 ; 5.5445
5.55593 ; 5.55593
5.5372 ; 5.5372
5.54418 ; 5.54417
5.61307 ; 5.61306
5.5449 ; 5.5449
5.54577 ; 5.54576
5.58367 ; 5.58367
5.55134 ; 5.55134
5.58125 ; 5.58124
5.57394 ; 5.57394
5.53642 ; 5.53641
5.5923 ; 5.5923
5.59477 ; 5.59477
5.54644 ; 5.54644
5.55999 ; 5.55999
5.53197 ; 5.53197
5.56833 ; 5.56832
5.56068 ; 5.56068
5.53039 ; 5.53039
5.56159 ; 5.56159
5.55039 ; 5.55038
5.55411 ; 5.55411
5.57267 ; 5.57266
5.55402 ; 5.55402
5.55727 ; 5.55726
5.57236 ; 5.57235
5.54604 ; 5.54604
5.61061 ; 5.61061
5.5471 ; 5.54709
5.56493 ; 5.56493
5.54853 ; 5.54853
5.5418 ; 5.5418
5.53591 ; 5.53591
5.56835 ; 5.56835
5.5521 ; 5.55209
5.56753 ; 5.56752
5.53387 ; 5.53387
5.5644 ; 5.5644
5.57084 ; 5.57084
5.55351 ; 5.5535
5.58411 ; 5.58411
5.55826 ; 5.55825
5.5518 ; 5.5518
5.55097 ; 5.55097
5.57344 ; 5.57344
5.53203 ; 5.53203
5.55878 ; 5.55878
5.54003 ; 5.54003
5.53433 ; 5.53432
5.57252 ; 5.57252
5.53311 ; 5.53311
5.5579 ; 5.55789
5.56204 ; 5.56204
5.55514 ; 5.55514
5.59757 ; 5.59757
5.55848 ; 5.55848
5.58065 ; 5.58064
5.59014 ; 5.59014
5.539 ; 5.539
5.53116 ; 5.53115
5.60797 ; 5.60796
5.56495 ; 5.56494
5.59542 ; 5.59541
5.53594 ; 5.53594
5.5493 ; 5.54929
5.5828 ; 5.5828
5.55809 ; 5.55809
5.53347 ; 5.53346
5.55273 ; 5.55272
5.53669 ; 5.53668
5.59242 ; 5.59241
5.56984 ; 5.56983
5.53099 ; 5.53099
5.59737 ; 5.59737
5.60257 ; 5.60257
5.53472 ; 5.53471
5.59621 ; 5.5962
5.54417 ; 5.54416
5.55948 ; 5.55948
5.54419 ; 5.54418
5.5718 ; 5.5718
5.55617 ; 5.55616
5.56276 ; 5.56276
5.53594 ; 5.53594
5.55649 ; 5.55648
5.5312 ; 5.5312
5.54717 ; 5.54717
5.59027 ; 5.59026
5.5427 ; 5.54269
5.56024 ; 5.56024
5.53135 ; 5.53135
5.53561 ; 5.53561
5.58604 ; 5.58604
5.56116 ; 5.56115
5.53979 ; 5.53979
5.5441 ; 5.5441
5.55754 ; 5.55754
5.57569 ; 5.57569
5.54614 ; 5.54613
5.55999 ; 5.55998
5.56169 ; 5.56168
5.55597 ; 5.55597
5.53189 ; 5.53189
5.59142 ; 5.59142
5.53802 ; 5.53802
5.55873 ; 5.55873
5.5332 ; 5.5332
5.53115 ; 5.53115
5.58356 ; 5.58355
5.56472 ; 5.56471
5.5671 ; 5.5671
5.55896 ; 5.55895
5.56281 ; 5.56281
5.54266 ; 5.54266
5.58311 ; 5.58311
5.53376 ; 5.53376
5.55464 ; 5.55463
5.54083 ; 5.54082
5.52918 ; 5.52918
5.56707 ; 5.56706
5.55351 ; 5.5535
5.55079 ; 5.55079
5.57141 ; 5.5714
5.56375 ; 5.56374
5.56159 ; 5.56159
5.57121 ; 5.57121
5.54461 ; 5.5446
5.59111 ; 5.59111
5.54367 ; 5.54367
5.54019 ; 5.54018
5.57726 ; 5.57725
5.56276 ; 5.56276
5.58338 ; 5.58338
5.56022 ; 5.56022
5.5303 ; 5.5303
5.56436 ; 5.56436
5.56544 ; 5.56544
5.55208 ; 5.55208
5.58788 ; 5.58787
5.56633 ; 5.56632
5.53009 ; 5.53009
5.58235 ; 5.58234
5.5318 ; 5.53179
5.5596 ; 5.5596
5.5396 ; 5.53959
5.54479 ; 5.54478
5.54844 ; 5.54844
5.53815 ; 5.53815
5.55498 ; 5.55497
5.58482 ; 5.58481
5.57693 ; 5.57692
5.58196 ; 5.58196
5.55774 ; 5.55773
5.55072 ; 5.55072
5.58072 ; 5.58071
5.54159 ; 5.54159
5.57094 ; 5.57093
5.57137 ; 5.57137
5.52803 ; 5.52803
5.60042 ; 5.60042
5.54188 ; 5.54187
5.53068 ; 5.53067
5.56224 ; 5.56224
5.54993 ; 5.54993
5.54662 ; 5.54662
5.54646 ; 5.54645
5.53157 ; 5.53156
